YEAR,FIPS,PLACE,GEO_ID,NAME,B25057_001E,B25057_001M,B25058_001E,B25058_001M,B25059_001E,B25059_001M
2023,600884,Alhambra,6037480804,Census Tract 4808.04,1397.0,79.0,1672.0,75.0,1939.0,76.0
2023,600884,Alhambra,6037480901,Census Tract 4809.01,1327.0,135.0,1638.0,124.0,1928.0,97.0
2023,600884,Alhambra,6037480902,Census Tract 4809.02,1450.0,230.0,1718.0,76.0,1954.0,107.0
2023,600884,Alhambra,6037480903,Census Tract 4809.03,1156.0,144.0,1498.0,273.0,1846.0,164.0
2023,600884,Alhambra,6037481001,Census Tract 4810.01,1280.0,188.0,1663.0,135.0,2120.0,322.0
2023,600884,Alhambra,6037481002,Census Tract 4810.02,1414.0,323.0,1842.0,187.0,2374.0,266.0
2023,600884,Alhambra,6037481500,Census Tract 4815,1234.0,595.0,1791.0,265.0,2152.0,301.0
2023,600884,Alhambra,6037481603,Census Tract 4816.03,1288.0,137.0,1526.0,167.0,1975.0,215.0
2023,600884,Alhambra,6037481604,Census Tract 4816.04,1617.0,71.0,1886.0,119.0,2210.0,122.0
2023,600884,Alhambra,6037481605,Census Tract 4816.05,1286.0,164.0,1599.0,125.0,1851.0,83.0
2023,600884,Alhambra,6037481606,Census Tract 4816.06,1505.0,127.0,1785.0,75.0,2118.0,126.0
2023,600884,Alhambra,6037481800,Census Tract 4818,1288.0,1255.0,1655.0,367.0,2132.0,356.0
2023,600884,Alhambra,6037481901,Census Tract 4819.01,1359.0,355.0,1828.0,249.0,2221.0,217.0
2023,600884,Alhambra,6037481902,Census Tract 4819.02,1600.0,120.0,1913.0,176.0,2567.0,406.0
2023,601150,Alondra Park,6037603702,Census Tract 6037.02,1875.0,633.0,2478.0,482.0,2878.0,897.0
2023,601150,Alondra Park,6037603706,Census Tract 6037.06,1431.0,120.0,1668.0,75.0,1886.0,63.0
2023,601290,Altadena,6037460101,Census Tract 4601.01,1798.0,420.0,2126.0,308.0,2350.0,168.0
2023,601290,Altadena,6037460200,Census Tract 4602,1623.0,111.0,1874.0,206.0,2687.0,631.0
2023,601290,Altadena,6037460301,Census Tract 4603.01,2525.0,1146.0,2741.0,100.0,2957.0,199.0
2023,601290,Altadena,6037460302,Census Tract 4603.02,1693.0,238.0,2250.0,559.0,2758.0,208.0
2023,601290,Altadena,6037460401,Census Tract 4604.01,1639.0,232.0,1962.0,275.0,2434.0,335.0
2023,601290,Altadena,6037461000,Census Tract 4610,1588.0,163.0,1887.0,621.0,3205.0,150.0
2023,601290,Altadena,6037461100,Census Tract 4611,1123.0,476.0,1729.0,149.0,2169.0,436.0
2023,601290,Altadena,6037461200,Census Tract 4612,,,3036.0,1295.0,3501.0,
2023,601290,Altadena,6037461300,Census Tract 4613,1131.0,566.0,1565.0,993.0,2777.0,319.0
2023,601290,Altadena,6037462500,Census Tract 4625,1764.0,225.0,2259.0,348.0,3457.0,605.0
2023,602462,Arcadia,6037430400,Census Tract 4304,1389.0,297.0,1777.0,294.0,2554.0,1417.0
2023,602462,Arcadia,6037430600,Census Tract 4306,2139.0,270.0,2537.0,427.0,2995.0,1714.0
2023,602462,Arcadia,6037430701,Census Tract 4307.01,1579.0,133.0,1899.0,181.0,3108.0,1145.0
2023,602462,Arcadia,6037430721,Census Tract 4307.21,1237.0,293.0,1696.0,118.0,1977.0,172.0
2023,602462,Arcadia,6037430723,Census Tract 4307.23,1606.0,143.0,1992.0,145.0,2367.0,98.0
2023,602462,Arcadia,6037430724,Census Tract 4307.24,1858.0,142.0,2185.0,90.0,2457.0,115.0
2023,602462,Arcadia,6037430801,Census Tract 4308.01,1391.0,173.0,1790.0,286.0,2261.0,197.0
2023,602462,Arcadia,6037430802,Census Tract 4308.02,1079.0,211.0,1592.0,520.0,2250.0,1204.0
2023,602462,Arcadia,6037430803,Census Tract 4308.03,1612.0,341.0,2036.0,512.0,3501.0,
2023,602462,Arcadia,6037431300,Census Tract 4313,1648.0,158.0,2005.0,256.0,2376.0,207.0
2023,602462,Arcadia,6037431400,Census Tract 4314,1031.0,317.0,1544.0,845.0,2410.0,365.0
2023,602462,Arcadia,6037431502,Census Tract 4315.02,1674.0,316.0,2254.0,309.0,2777.0,192.0
2023,602462,Arcadia,6037431600,Census Tract 4316,1060.0,233.0,2000.0,1212.0,2722.0,306.0
2023,602462,Arcadia,6037431701,Census Tract 4317.01,1094.0,486.0,1802.0,1055.0,2837.0,1451.0
2023,602462,Arcadia,6037431800,Census Tract 4318,1721.0,78.0,1972.0,164.0,2417.0,246.0
2023,602462,Arcadia,6037432502,Census Tract 4325.02,1371.0,534.0,1788.0,477.0,2208.0,305.0
2023,602896,Artesia,6037554801,Census Tract 5548.01,1295.0,348.0,1647.0,183.0,1984.0,1529.0
2023,602896,Artesia,6037554802,Census Tract 5548.02,1433.0,130.0,1761.0,136.0,2199.0,328.0
2023,602896,Artesia,6037554900,Census Tract 5549,1932.0,297.0,2301.0,151.0,2657.0,169.0
2023,603274,Avalon,6037599000,Census Tract 5990,1551.0,219.0,1857.0,198.0,2197.0,210.0
2023,603274,Avalon,6037599100,Census Tract 5991,1203.0,757.0,1721.0,958.0,2513.0,1380.0
2023,603344,Avocado Heights,6037408301,Census Tract 4083.01,1354.0,84.0,1583.0,166.0,1864.0,141.0
2023,603344,Avocado Heights,6037408302,Census Tract 4083.02,1932.0,929.0,2245.0,213.0,2497.0,388.0
2023,603344,Avocado Heights,6037408303,Census Tract 4083.03,2056.0,1412.0,2301.0,209.0,2578.0,287.0
2023,603344,Avocado Heights,6037980035,Census Tract 9800.35,821.0,102.0,1255.0,816.0,1505.0,238.0
2023,603386,Azusa,6037400602,Census Tract 4006.02,1225.0,209.0,1662.0,168.0,2025.0,309.0
2023,603386,Azusa,6037400603,Census Tract 4006.03,1384.0,250.0,1763.0,243.0,2223.0,288.0
2023,603386,Azusa,6037400605,Census Tract 4006.05,1640.0,87.0,1886.0,135.0,2326.0,287.0
2023,603386,Azusa,6037400801,Census Tract 4008.01,1552.0,356.0,1920.0,334.0,2801.0,494.0
2023,603386,Azusa,6037404000,Census Tract 4040,1580.0,706.0,2031.0,207.0,2319.0,101.0
2023,603386,Azusa,6037404100,Census Tract 4041,1621.0,89.0,1820.0,124.0,2045.0,242.0
2023,603386,Azusa,6037404201,Census Tract 4042.01,,,1406.0,308.0,1824.0,119.0
2023,603386,Azusa,6037404203,Census Tract 4042.03,1078.0,277.0,1562.0,204.0,1943.0,163.0
2023,603386,Azusa,6037404301,Census Tract 4043.01,1415.0,124.0,1671.0,83.0,1901.0,66.0
2023,603386,Azusa,6037404302,Census Tract 4043.02,1575.0,247.0,1975.0,232.0,2242.0,118.0
2023,603386,Azusa,6037404401,Census Tract 4044.01,1205.0,158.0,1633.0,214.0,1968.0,258.0
2023,603386,Azusa,6037404402,Census Tract 4044.02,1424.0,371.0,1890.0,452.0,2616.0,403.0
2023,603386,Azusa,6037404501,Census Tract 4045.01,1500.0,222.0,1750.0,114.0,2000.0,214.0
2023,603386,Azusa,6037404503,Census Tract 4045.03,1134.0,583.0,1768.0,326.0,2175.0,233.0
2023,603386,Azusa,6037404504,Census Tract 4045.04,1541.0,74.0,1724.0,72.0,1907.0,92.0
2023,603666,Baldwin Park,6037404701,Census Tract 4047.01,1514.0,473.0,1845.0,211.0,2279.0,275.0
2023,603666,Baldwin Park,6037404702,Census Tract 4047.02,1330.0,153.0,1727.0,186.0,2152.0,240.0
2023,603666,Baldwin Park,6037404703,Census Tract 4047.03,1291.0,159.0,1622.0,119.0,1903.0,83.0
2023,603666,Baldwin Park,6037404804,Census Tract 4048.04,1191.0,120.0,1608.0,200.0,1958.0,231.0
2023,603666,Baldwin Park,6037404805,Census Tract 4048.05,446.0,328.0,1471.0,285.0,1758.0,86.0
2023,603666,Baldwin Park,6037404806,Census Tract 4048.06,1352.0,182.0,1668.0,97.0,1932.0,109.0
2023,603666,Baldwin Park,6037404901,Census Tract 4049.01,1430.0,291.0,1804.0,236.0,2176.0,278.0
2023,603666,Baldwin Park,6037404902,Census Tract 4049.02,1620.0,253.0,2032.0,263.0,2371.0,168.0
2023,603666,Baldwin Park,6037404903,Census Tract 4049.03,1438.0,197.0,1778.0,228.0,2250.0,591.0
2023,603666,Baldwin Park,6037405001,Census Tract 4050.01,,,1579.0,492.0,1832.0,132.0
2023,603666,Baldwin Park,6037405002,Census Tract 4050.02,1355.0,232.0,1704.0,328.0,2105.0,263.0
2023,603666,Baldwin Park,6037405101,Census Tract 4051.01,1245.0,318.0,1502.0,198.0,1768.0,135.0
2023,603666,Baldwin Park,6037405102,Census Tract 4051.02,1149.0,358.0,1610.0,137.0,1899.0,100.0
2023,603666,Baldwin Park,6037405201,Census Tract 4052.01,1212.0,276.0,1667.0,84.0,1898.0,73.0
2023,603666,Baldwin Park,6037405202,Census Tract 4052.02,1087.0,133.0,1560.0,359.0,1979.0,254.0
2023,603666,Baldwin Park,6037405203,Census Tract 4052.03,1787.0,239.0,2132.0,260.0,2463.0,423.0
2023,603666,Baldwin Park,6037406903,Census Tract 4069.03,964.0,115.0,1529.0,336.0,1957.0,202.0
2023,603666,Baldwin Park,6037407001,Census Tract 4070.01,1610.0,220.0,1846.0,177.0,2200.0,375.0
2023,603666,Baldwin Park,6037407002,Census Tract 4070.02,,,2086.0,1024.0,2364.0,202.0
2023,604870,Bell,6037532304,Census Tract 5323.04,332.0,195.0,1267.0,831.0,1493.0,191.0
2023,604870,Bell,6037533201,Census Tract 5332.01,1042.0,64.0,1211.0,77.0,1467.0,159.0
2023,604870,Bell,6037533601,Census Tract 5336.01,1143.0,115.0,1408.0,114.0,1804.0,165.0
2023,604870,Bell,6037533602,Census Tract 5336.02,1102.0,94.0,1335.0,68.0,1535.0,161.0
2023,604870,Bell,6037533603,Census Tract 5336.03,1047.0,164.0,1350.0,94.0,1634.0,156.0
2023,604870,Bell,6037533803,Census Tract 5338.03,1279.0,97.0,1472.0,94.0,1821.0,97.0
2023,604870,Bell,6037533804,Census Tract 5338.04,1281.0,130.0,1573.0,166.0,1909.0,144.0
2023,604870,Bell,6037533805,Census Tract 5338.05,1126.0,188.0,1528.0,172.0,1810.0,82.0
2023,604870,Bell,6037533806,Census Tract 5338.06,1306.0,125.0,1570.0,191.0,1925.0,194.0
2023,604996,Bell Gardens,6037533901,Census Tract 5339.01,1228.0,98.0,1457.0,93.0,1836.0,116.0
2023,604996,Bell Gardens,6037533902,Census Tract 5339.02,1288.0,97.0,1567.0,109.0,1862.0,81.0
2023,604996,Bell Gardens,6037534001,Census Tract 5340.01,1041.0,85.0,1320.0,168.0,1808.0,214.0
2023,604996,Bell Gardens,6037534002,Census Tract 5340.02,1388.0,165.0,1736.0,234.0,2352.0,641.0
2023,604996,Bell Gardens,6037534101,Census Tract 5341.01,953.0,111.0,1201.0,515.0,1733.0,175.0
2023,604996,Bell Gardens,6037534102,Census Tract 5341.02,1152.0,139.0,1489.0,134.0,1852.0,113.0
2023,604996,Bell Gardens,6037534201,Census Tract 5342.01,1277.0,183.0,1603.0,121.0,1858.0,91.0
2023,604996,Bell Gardens,6037534202,Census Tract 5342.02,970.0,158.0,1530.0,114.0,1799.0,60.0
2023,604996,Bell Gardens,6037534203,Census Tract 5342.03,807.0,283.0,1511.0,169.0,1790.0,74.0
2023,604982,Bellflower,6037553100,Census Tract 5531,1688.0,55.0,1903.0,110.0,2323.0,265.0
2023,604982,Bellflower,6037553201,Census Tract 5532.01,1663.0,87.0,1889.0,156.0,2234.0,275.0
2023,604982,Bellflower,6037553202,Census Tract 5532.02,1394.0,544.0,2317.0,650.0,2733.0,155.0
2023,604982,Bellflower,6037553300,Census Tract 5533,686.0,263.0,1059.0,384.0,1388.0,942.0
2023,604982,Bellflower,6037554001,Census Tract 5540.01,1189.0,265.0,1624.0,190.0,1862.0,96.0
2023,604982,Bellflower,6037554002,Census Tract 5540.02,1210.0,128.0,1612.0,165.0,1999.0,194.0
2023,604982,Bellflower,6037554101,Census Tract 5541.01,1164.0,134.0,1472.0,160.0,1791.0,113.0
2023,604982,Bellflower,6037554105,Census Tract 5541.05,1415.0,111.0,1668.0,60.0,1887.0,60.0
2023,604982,Bellflower,6037554106,Census Tract 5541.06,1213.0,95.0,1630.0,153.0,1986.0,165.0
2023,604982,Bellflower,6037554201,Census Tract 5542.01,1417.0,264.0,1857.0,271.0,2261.0,161.0
2023,604982,Bellflower,6037554203,Census Tract 5542.03,1039.0,126.0,1319.0,166.0,1910.0,301.0
2023,604982,Bellflower,6037554204,Census Tract 5542.04,1139.0,133.0,1467.0,105.0,1814.0,91.0
2023,604982,Bellflower,6037554301,Census Tract 5543.01,1525.0,294.0,1813.0,173.0,2206.0,311.0
2023,604982,Bellflower,6037554302,Census Tract 5543.02,1472.0,147.0,1866.0,176.0,2327.0,182.0
2023,604982,Bellflower,6037554403,Census Tract 5544.03,1412.0,200.0,1739.0,128.0,2055.0,212.0
2023,604982,Bellflower,6037554404,Census Tract 5544.04,1212.0,184.0,1540.0,359.0,2263.0,201.0
2023,604982,Bellflower,6037554405,Census Tract 5544.05,1169.0,328.0,1567.0,133.0,1817.0,89.0
2023,604982,Bellflower,6037554406,Census Tract 5544.06,1578.0,125.0,1846.0,110.0,2230.0,165.0
2023,606308,Beverly Hills,6037700600,Census Tract 7006,3345.0,465.0,3501.0,,3501.0,
2023,606308,Beverly Hills,6037700700,Census Tract 7007,3501.0,,3501.0,,3501.0,
2023,606308,Beverly Hills,6037700801,Census Tract 7008.01,1336.0,1170.0,2433.0,491.0,3308.0,167.0
2023,606308,Beverly Hills,6037700802,Census Tract 7008.02,2066.0,137.0,2493.0,368.0,3501.0,
2023,606308,Beverly Hills,6037700901,Census Tract 7009.01,2002.0,365.0,3397.0,1118.0,3501.0,
2023,606308,Beverly Hills,6037700902,Census Tract 7009.02,2082.0,102.0,2468.0,164.0,3244.0,217.0
2023,606308,Beverly Hills,6037701000,Census Tract 7010,2169.0,235.0,2931.0,299.0,3501.0,
2023,607946,Bradbury,6037430200,Census Tract 4302,3288.0,1318.0,3501.0,,3501.0,
2023,608954,Burbank,6037310100,Census Tract 3101,,,3501.0,,3501.0,
2023,608954,Burbank,6037310201,Census Tract 3102.01,1696.0,185.0,2180.0,292.0,2934.0,546.0
2023,608954,Burbank,6037310202,Census Tract 3102.02,1643.0,126.0,2048.0,150.0,2485.0,205.0
2023,608954,Burbank,6037310300,Census Tract 3103,3501.0,,3501.0,,3501.0,
2023,608954,Burbank,6037310400,Census Tract 3104,1468.0,253.0,2002.0,424.0,2775.0,1022.0
2023,608954,Burbank,6037310501,Census Tract 3105.01,1215.0,147.0,1671.0,273.0,2613.0,444.0
2023,608954,Burbank,6037310601,Census Tract 3106.01,1653.0,106.0,1991.0,150.0,2411.0,149.0
2023,608954,Burbank,6037310602,Census Tract 3106.02,1763.0,119.0,2080.0,172.0,2390.0,127.0
2023,608954,Burbank,6037310701,Census Tract 3107.01,346.0,55.0,1328.0,404.0,2027.0,206.0
2023,608954,Burbank,6037310703,Census Tract 3107.03,1548.0,143.0,1868.0,130.0,2295.0,139.0
2023,608954,Burbank,6037310704,Census Tract 3107.04,1314.0,229.0,1713.0,122.0,2100.0,166.0
2023,608954,Burbank,6037310705,Census Tract 3107.05,790.0,311.0,1896.0,338.0,3355.0,924.0
2023,608954,Burbank,6037310800,Census Tract 3108,1184.0,219.0,1567.0,376.0,2430.0,1047.0
2023,608954,Burbank,6037310900,Census Tract 3109,1534.0,621.0,1978.0,292.0,2448.0,625.0
2023,608954,Burbank,6037311000,Census Tract 3110,1403.0,131.0,1988.0,607.0,3100.0,592.0
2023,608954,Burbank,6037311100,Census Tract 3111,1375.0,264.0,1971.0,1072.0,2859.0,287.0
2023,608954,Burbank,6037311200,Census Tract 3112,1457.0,243.0,1913.0,302.0,2850.0,798.0
2023,608954,Burbank,6037311300,Census Tract 3113,1614.0,78.0,1854.0,110.0,2929.0,1180.0
2023,608954,Burbank,6037311400,Census Tract 3114,1625.0,276.0,2126.0,235.0,2578.0,262.0
2023,608954,Burbank,6037311500,Census Tract 3115,1764.0,163.0,2164.0,197.0,2623.0,241.0
2023,608954,Burbank,6037311601,Census Tract 3116.01,1756.0,129.0,2118.0,293.0,2762.0,617.0
2023,608954,Burbank,6037311602,Census Tract 3116.02,1949.0,165.0,2458.0,233.0,3251.0,290.0
2023,608954,Burbank,6037311700,Census Tract 3117,1337.0,326.0,1774.0,145.0,2210.0,168.0
2023,608954,Burbank,6037311801,Census Tract 3118.01,1443.0,117.0,1711.0,91.0,1969.0,142.0
2023,608954,Burbank,6037311802,Census Tract 3118.02,1609.0,110.0,1976.0,166.0,2388.0,177.0
2023,608954,Burbank,6037980001,Census Tract 9800.01,,,,,,
2023,609598,Calabasas,6037800101,Census Tract 8001.01,,,3256.0,1408.0,3501.0,
2023,609598,Calabasas,6037800103,Census Tract 8001.03,3040.0,2870.0,3221.0,162.0,3402.0,167.0
2023,609598,Calabasas,6037800104,Census Tract 8001.04,2211.0,934.0,3501.0,,3501.0,
2023,609598,Calabasas,6037800202,Census Tract 8002.02,,,3501.0,,3501.0,
2023,609598,Calabasas,6037800204,Census Tract 8002.04,2146.0,1986.0,3414.0,1148.0,3501.0,
2023,609598,Calabasas,6037800205,Census Tract 8002.05,2393.0,148.0,2713.0,114.0,2999.0,282.0
2023,609598,Calabasas,6037800328,Census Tract 8003.28,2744.0,353.0,3501.0,,3501.0,
2023,609598,Calabasas,6037800337,Census Tract 8003.37,2686.0,59.0,2919.0,122.0,3458.0,394.0
2023,611530,Carson,6037541003,Census Tract 5410.03,573.0,233.0,957.0,393.0,1275.0,212.0
2023,611530,Carson,6037543100,Census Tract 5431,1505.0,346.0,1791.0,285.0,2142.0,390.0
2023,611530,Carson,6037543304,Census Tract 5433.04,1688.0,503.0,2464.0,670.0,3501.0,
2023,611530,Carson,6037543306,Census Tract 5433.06,1671.0,333.0,2540.0,939.0,2811.0,151.0
2023,611530,Carson,6037543321,Census Tract 5433.21,826.0,128.0,,,3501.0,
2023,611530,Carson,6037543322,Census Tract 5433.22,2695.0,171.0,2891.0,1050.0,3501.0,
2023,611530,Carson,6037543400,Census Tract 5434,1142.0,473.0,2042.0,849.0,2508.0,427.0
2023,611530,Carson,6037543501,Census Tract 5435.01,1169.0,490.0,1567.0,112.0,1797.0,60.0
2023,611530,Carson,6037543601,Census Tract 5436.01,1148.0,861.0,1766.0,247.0,2240.0,489.0
2023,611530,Carson,6037543607,Census Tract 5436.07,,,2141.0,377.0,2404.0,1215.0
2023,611530,Carson,6037543701,Census Tract 5437.01,1732.0,1158.0,2699.0,317.0,3155.0,393.0
2023,611530,Carson,6037543703,Census Tract 5437.03,1266.0,285.0,1672.0,172.0,1977.0,215.0
2023,611530,Carson,6037543704,Census Tract 5437.04,1727.0,99.0,1954.0,187.0,2311.0,226.0
2023,611530,Carson,6037543705,Census Tract 5437.05,1379.0,216.0,1709.0,242.0,2135.0,458.0
2023,611530,Carson,6037543801,Census Tract 5438.01,609.0,197.0,,,1804.0,516.0
2023,611530,Carson,6037543803,Census Tract 5438.03,816.0,82.0,,,2336.0,253.0
2023,611530,Carson,6037543804,Census Tract 5438.04,1217.0,279.0,1716.0,370.0,2134.0,255.0
2023,611530,Carson,6037543903,Census Tract 5439.03,695.0,146.0,,,3059.0,506.0
2023,611530,Carson,6037543905,Census Tract 5439.05,1707.0,81.0,1952.0,194.0,2631.0,350.0
2023,611530,Carson,6037544001,Census Tract 5440.01,1584.0,179.0,1812.0,154.0,2161.0,553.0
2023,611530,Carson,6037544002,Census Tract 5440.02,1176.0,139.0,1558.0,292.0,1952.0,291.0
2023,611530,Carson,6037980002,Census Tract 9800.02,,,,,,
2023,611530,Carson,6037980025,Census Tract 9800.25,2306.0,233.0,2592.0,203.0,2804.0,108.0
2023,611530,Carson,6037980037,Census Tract 9800.37,,,,,,
2023,611796,Castaic,6037920102,Census Tract 9201.02,1270.0,165.0,1557.0,189.0,1847.0,139.0
2023,611796,Castaic,6037920104,Census Tract 9201.04,,,3276.0,1205.0,3501.0,
2023,611796,Castaic,6037920116,Census Tract 9201.16,,,3501.0,,3501.0,
2023,611796,Castaic,6037920118,Census Tract 9201.18,1938.0,919.0,2836.0,655.0,3262.0,294.0
2023,611796,Castaic,6037920119,Census Tract 9201.19,3196.0,156.0,3393.0,358.0,3501.0,
2023,612552,Cerritos,6037554511,Census Tract 5545.11,2513.0,576.0,2847.0,391.0,3501.0,
2023,612552,Cerritos,6037554512,Census Tract 5545.12,2676.0,254.0,3081.0,183.0,3323.0,83.0
2023,612552,Cerritos,6037554513,Census Tract 5545.13,2278.0,318.0,2731.0,211.0,3324.0,712.0
2023,612552,Cerritos,6037554514,Census Tract 5545.14,1777.0,554.0,2351.0,369.0,2772.0,230.0
2023,612552,Cerritos,6037554515,Census Tract 5545.15,2559.0,539.0,2807.0,180.0,3344.0,940.0
2023,612552,Cerritos,6037554516,Census Tract 5545.16,2426.0,280.0,2756.0,243.0,3083.0,305.0
2023,612552,Cerritos,6037554517,Census Tract 5545.17,2097.0,247.0,2490.0,237.0,2956.0,265.0
2023,612552,Cerritos,6037554518,Census Tract 5545.18,2603.0,316.0,3025.0,247.0,3356.0,153.0
2023,612552,Cerritos,6037554519,Census Tract 5545.19,3313.0,2022.0,3501.0,,3501.0,
2023,612552,Cerritos,6037554521,Census Tract 5545.21,1882.0,159.0,2416.0,280.0,2821.0,160.0
2023,612552,Cerritos,6037554522,Census Tract 5545.22,,,2557.0,378.0,2863.0,326.0
2023,612734,Charter Oak,6037403702,Census Tract 4037.02,1152.0,417.0,1682.0,700.0,2633.0,820.0
2023,612734,Charter Oak,6037403703,Census Tract 4037.03,1238.0,657.0,2110.0,512.0,2530.0,311.0
2023,612734,Charter Oak,6037403721,Census Tract 4037.21,1338.0,519.0,1681.0,139.0,1973.0,214.0
2023,612734,Charter Oak,6037403801,Census Tract 4038.01,1221.0,739.0,2016.0,277.0,2325.0,118.0
2023,612734,Charter Oak,6037403802,Census Tract 4038.02,,,1915.0,267.0,2277.0,123.0
2023,613560,Citrus,6037400801,Census Tract 4008.01,1552.0,356.0,1920.0,334.0,2801.0,494.0
2023,613560,Citrus,6037403801,Census Tract 4038.01,1221.0,739.0,2016.0,277.0,2325.0,118.0
2023,613560,Citrus,6037403901,Census Tract 4039.01,1714.0,667.0,2534.0,307.0,2767.0,93.0
2023,613560,Citrus,6037404000,Census Tract 4040,1580.0,706.0,2031.0,207.0,2319.0,101.0
2023,613560,Citrus,6037404100,Census Tract 4041,1621.0,89.0,1820.0,124.0,2045.0,242.0
2023,613560,Citrus,6037404201,Census Tract 4042.01,,,1406.0,308.0,1824.0,119.0
2023,613560,Citrus,6037404203,Census Tract 4042.03,1078.0,277.0,1562.0,204.0,1943.0,163.0
2023,613560,Citrus,6037405900,Census Tract 4059,1354.0,176.0,1675.0,253.0,2054.0,364.0
2023,613756,Claremont,6037400205,Census Tract 4002.05,,,3501.0,,3501.0,
2023,613756,Claremont,6037400206,Census Tract 4002.06,2556.0,1663.0,3004.0,393.0,3252.0,215.0
2023,613756,Claremont,6037400209,Census Tract 4002.09,2968.0,352.0,3188.0,224.0,3390.0,208.0
2023,613756,Claremont,6037401705,Census Tract 4017.05,1089.0,364.0,,,2391.0,1136.0
2023,613756,Claremont,6037401801,Census Tract 4018.01,1763.0,157.0,2095.0,177.0,2393.0,210.0
2023,613756,Claremont,6037401802,Census Tract 4018.02,1510.0,1464.0,2113.0,555.0,2730.0,532.0
2023,613756,Claremont,6037401901,Census Tract 4019.01,1291.0,209.0,1850.0,931.0,2375.0,297.0
2023,613756,Claremont,6037401902,Census Tract 4019.02,1468.0,167.0,1923.0,219.0,2597.0,316.0
2023,613756,Claremont,6037402001,Census Tract 4020.01,1450.0,239.0,1815.0,157.0,2209.0,182.0
2023,613756,Claremont,6037402002,Census Tract 4020.02,870.0,184.0,1628.0,990.0,2369.0,172.0
2023,614974,Commerce,6037531302,Census Tract 5313.02,1024.0,116.0,1360.0,225.0,1707.0,110.0
2023,614974,Commerce,6037532302,Census Tract 5323.02,1064.0,252.0,1377.0,238.0,2125.0,611.0
2023,614974,Commerce,6037532303,Census Tract 5323.03,1032.0,249.0,1233.0,137.0,1804.0,757.0
2023,614974,Commerce,6037532304,Census Tract 5323.04,332.0,195.0,1267.0,831.0,1493.0,191.0
2023,615044,Compton,6037541100,Census Tract 5411,751.0,523.0,959.0,115.0,1656.0,636.0
2023,615044,Compton,6037541200,Census Tract 5412,1318.0,672.0,1661.0,129.0,1873.0,83.0
2023,615044,Compton,6037541300,Census Tract 5413,1286.0,212.0,1444.0,210.0,1810.0,638.0
2023,615044,Compton,6037541603,Census Tract 5416.03,951.0,92.0,1211.0,205.0,1689.0,146.0
2023,615044,Compton,6037541604,Census Tract 5416.04,1108.0,141.0,1444.0,155.0,1819.0,115.0
2023,615044,Compton,6037541605,Census Tract 5416.05,1170.0,194.0,1485.0,232.0,1978.0,247.0
2023,615044,Compton,6037541606,Census Tract 5416.06,1003.0,287.0,1261.0,162.0,1710.0,299.0
2023,615044,Compton,6037541801,Census Tract 5418.01,1281.0,190.0,1515.0,173.0,1837.0,141.0
2023,615044,Compton,6037541802,Census Tract 5418.02,1217.0,302.0,1647.0,203.0,1979.0,609.0
2023,615044,Compton,6037542000,Census Tract 5420,1182.0,390.0,1467.0,180.0,1772.0,149.0
2023,615044,Compton,6037542103,Census Tract 5421.03,1148.0,148.0,1411.0,148.0,1766.0,197.0
